Date,Recorder_1,Recorder_2,Plot_id,Quadrant,Species,Cover,Notes
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Collinsia parviflora,5,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Agastache urticifolia,0,orig ided-Mentha arvensis
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Lactuca serriola,4,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Tragopogon dubius,0,overhang-0.5
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Nemophila breviflora,7,org ided-Ranunculus ranunculinis
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Galium aparine,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Taraxacum officinale,3,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Pseudostellaria jamesiana,2,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Poa pratensis,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Bromus carinatus,0,genus confident_alt B-marginatus or B-ciliatus
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Erigeron speciosus,3,genus confident
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Collomia linearis,5,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Symphoricarpos oreophilus,5,vegetative shoot
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,organic matter,2,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Berberis repens,6,TPL syn orig ID-Mahonia repens
2018-06-08,Elizabeth Simpson,Will Pearse,1111,2,Poa pratensis,1,greenery
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Prunus virginiana,20,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Symphoricarpos oreophilus,25,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Lathyrus pauciflorus,15,genus confident
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Chrysothamnus viscidiflorus,35,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Achillea millefolium,3,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Maianthemum stellatum,18,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Lithophragma parviflorum,1,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Claytonia perfoliata,25,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Collinsia parviflora,1,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Agastache urticifolia,0,orig ided-Mentha arvensis
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Lactuca serriola,5,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Tragopogon dubius,4,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Nemophila breviflora,8,org ided-Ranunculus ranunculinis
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Galium aparine,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Taraxacum officinale,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Pseudostellaria jamesiana,1,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Poa pratensis,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Bromus carinatus,1,genus confident_alt B-marginatus or B-ciliatus
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Erigeron speciosus,0,genus confident
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Collomia linearis,2,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Symphoricarpos oreophilus,2,vegetative shoot
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,organic matter,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Berberis repens,0,TPL syn orig ID-Mahonia repens
2018-06-08,Elizabeth Simpson,Will Pearse,1111,1,Poa pratensis,1,greenery
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,Crepis acuminata,7,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,Tragopogon dubius,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,Alyssum desertorum,0.5,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,Lactuca serriola,0.5,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,Poa bulbosa,11,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,Poa pratensis,0.5,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,Bromus tectorum,0.5,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,Elymus trachycaulus,3,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,Poa bulbosa,1,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,Lomatium ambiguum,0.5,not idable
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,soil,8,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,rock,8,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,moss,10,desiccated yellow green
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,Poa bulbosa,60,gray claw growths
2018-06-08,Elizabeth Simpson,Will Pearse,1122,4,Poa secunda,0.5,SYN of Pseudosclerochloa repestris
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,Crepis acuminata,12,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,Tragopogon dubius,3,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,Alyssum desertorum,1,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,Lactuca serriola,0.5,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,Poa bulbosa,8,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,Poa pratensis,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,Bromus tectorum,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,Elymus trachycaulus,12,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,Poa bulbosa,3,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,Lomatium ambiguum,0,not idable
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,soil,16,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,rock,11,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,moss,7,desiccated yellow green
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,Poa bulbosa,50,gray claw growths
2018-06-08,Elizabeth Simpson,Will Pearse,1122,3,Poa secunda,0,SYN of Pseudosclerochloa repestris
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,Crepis acuminata,3,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,Tragopogon dubius,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,Alyssum desertorum,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,Lactuca serriola,0.5,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,Poa bulbosa,9,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,Poa pratensis,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,Bromus tectorum,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,Elymus trachycaulus,7,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,Poa bulbosa,0.5,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,Lomatium ambiguum,0,not idable
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,soil,12,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,rock,4,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,moss,4,desiccated yellow green
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,Poa bulbosa,70,gray claw growths
2018-06-08,Elizabeth Simpson,Will Pearse,1122,1,Poa secunda,0,SYN of Pseudosclerochloa repestris
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,Crepis acuminata,20,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,Tragopogon dubius,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,Alyssum desertorum,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,Lactuca serriola,0.5,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,Poa bulbosa,4,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,Poa pratensis,0,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,Bromus tectorum,1,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,Elymus trachycaulus,2,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,Poa bulbosa,1,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,Lomatium ambiguum,1,not idable
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,soil,15,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,rock,8,
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,moss,4,desiccated yellow green
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,Poa bulbosa,45,gray claw growths
2018-06-08,Elizabeth Simpson,Will Pearse,1122,2,Poa secunda,0.5,SYN of Pseudosclerochloa repestris
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Symphoricarpos oreophilus,50,orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Isatis tinctoria,5,orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Geranium viscosissimum,20,orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Galium aparine,8,orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Lactuca serriola,5,orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Achillea millefolium,10,orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Bromus tectorum,2,orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Lithospermum ruderale,20,orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Erigeron speciosus,8,genus confident_orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig 
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Symphoricarpos oreophilus,0,vegetative shoot_orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig 
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Alyssum desertorum,0.5,orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Tragopogon dubius,2,orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Claytonia perfoliata,1,orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig
2018-06-14,Elizabeth Simpson,,1133,COMBINED,Sisymbrium altissimum,1,orig ided-Descurainia sophia_orig surveyed on 2018-06-12_resurveyed as combined on 2018-06-14 to match 2017 surveyed methods - values comparable to quadrant means from orig 
2018-06-12,Elizabeth Simpson,,1132,3,Tragopogon dubius,5,
2018-06-12,Elizabeth Simpson,,1132,3,Isatis tinctoria,0,overhang-1
2018-06-12,Elizabeth Simpson,,1132,3,Crepis acuminata,0,overhang-2
2018-06-12,Elizabeth Simpson,,1132,3,Bromus tectorum,24,
2018-06-12,Elizabeth Simpson,,1132,3,Lactuca serriola,5,
2018-06-12,Elizabeth Simpson,,1132,3,Bromus briziformis,4,
2018-06-12,Elizabeth Simpson,,1132,3,Erodium cicutarium,1,
2018-06-12,Elizabeth Simpson,,1132,3,Poa bulbosa,12,
2018-06-12,Elizabeth Simpson,,1132,3,Elymus lanceolatus,15,
2018-06-12,Elizabeth Simpson,,1132,3,Collinsia parviflora,0.5,
2018-06-12,Elizabeth Simpson,,1132,3,Alyssum desertorum,0.5,
2018-06-12,Elizabeth Simpson,,1132,3,rock,20,
2018-06-12,Elizabeth Simpson,,1132,3,soil,2,
2018-06-12,Elizabeth Simpson,,1132,3,grass (dead),16,
2018-06-12,Elizabeth Simpson,,1132,4,Tragopogon dubius,25,
2018-06-12,Elizabeth Simpson,,1132,4,Isatis tinctoria,6,
2018-06-12,Elizabeth Simpson,,1132,4,Crepis acuminata,18,
2018-06-12,Elizabeth Simpson,,1132,4,Bromus tectorum,20,
2018-06-12,Elizabeth Simpson,,1132,4,Lactuca serriola,2,
2018-06-12,Elizabeth Simpson,,1132,4,Bromus briziformis,1,
2018-06-12,Elizabeth Simpson,,1132,4,Erodium cicutarium,0.5,
2018-06-12,Elizabeth Simpson,,1132,4,Poa bulbosa,7,
2018-06-12,Elizabeth Simpson,,1132,4,Elymus lanceolatus,3,
2018-06-12,Elizabeth Simpson,,1132,4,Collinsia parviflora,0.5,
2018-06-12,Elizabeth Simpson,,1132,4,Alyssum desertorum,0.5,
2018-06-12,Elizabeth Simpson,,1132,4,rock,9,
2018-06-12,Elizabeth Simpson,,1132,4,soil,5,
2018-06-12,Elizabeth Simpson,,1132,4,grass (dead),12,
2018-06-12,Elizabeth Simpson,,1132,2,Tragopogon dubius,7,
2018-06-12,Elizabeth Simpson,,1132,2,Isatis tinctoria,0,
2018-06-12,Elizabeth Simpson,,1132,2,Crepis acuminata,5,overhang-5
2018-06-12,Elizabeth Simpson,,1132,2,Bromus tectorum,6,
2018-06-12,Elizabeth Simpson,,1132,2,Lactuca serriola,2,
2018-06-12,Elizabeth Simpson,,1132,2,Bromus briziformis,1,
2018-06-12,Elizabeth Simpson,,1132,2,Erodium cicutarium,0.5,
2018-06-12,Elizabeth Simpson,,1132,2,Poa bulbosa,3,
2018-06-12,Elizabeth Simpson,,1132,2,Elymus lanceolatus,90,
2018-06-12,Elizabeth Simpson,,1132,2,Collinsia parviflora,0.5,
2018-06-12,Elizabeth Simpson,,1132,2,Alyssum desertorum,0.5,
2018-06-12,Elizabeth Simpson,,1132,2,rock,12,
2018-06-12,Elizabeth Simpson,,1132,2,soil,3,
2018-06-12,Elizabeth Simpson,,1132,2,grass (dead),11,
2018-06-12,Elizabeth Simpson,,1132,1,Tragopogon dubius,18,
2018-06-12,Elizabeth Simpson,,1132,1,Isatis tinctoria,6,
2018-06-12,Elizabeth Simpson,,1132,1,Crepis acuminata,0,
2018-06-12,Elizabeth Simpson,,1132,1,Bromus tectorum,18,
2018-06-12,Elizabeth Simpson,,1132,1,Lactuca serriola,2,
2018-06-12,Elizabeth Simpson,,1132,1,Bromus briziformis,2,
2018-06-12,Elizabeth Simpson,,1132,1,Erodium cicutarium,0.5,
2018-06-12,Elizabeth Simpson,,1132,1,Poa bulbosa,10,
2018-06-12,Elizabeth Simpson,,1132,1,Elymus lanceolatus,4,
2018-06-12,Elizabeth Simpson,,1132,1,Collinsia parviflora,0.5,
2018-06-12,Elizabeth Simpson,,1132,1,Alyssum desertorum,0.5,
2018-06-12,Elizabeth Simpson,,1132,1,rock,16,
2018-06-12,Elizabeth Simpson,,1132,1,soil,12,
2018-06-12,Elizabeth Simpson,,1132,1,grass (dead),22,
2018-06-12,Elizabeth Simpson,,1123,3,Elymus lanceolatus,12,
2018-06-12,Elizabeth Simpson,,1123,3,Poa bulbosa,6,
2018-06-12,Elizabeth Simpson,,1123,3,Poa pratensis,0.5,
2018-06-12,Elizabeth Simpson,,1123,3,Lomatium grayi,0,genus confident_alt L-bicolor
2018-06-12,Elizabeth Simpson,,1123,3,Allium acuminatum,1,
2018-06-12,Elizabeth Simpson,,1123,3,Crepis acuminata,2,
2018-06-12,Elizabeth Simpson,,1123,3,Lactuca serriola,1,
2018-06-12,Elizabeth Simpson,,1123,3,rock,75,
2018-06-12,Elizabeth Simpson,,1123,3,Alyssum desertorum,0,
2018-06-12,Elizabeth Simpson,,1123,3,soil,1,
2018-06-12,Elizabeth Simpson,,1123,3,Bromus japonicus,0.5,MB ided
2018-06-12,Elizabeth Simpson,,1123,3,grass (dead),7,
2018-06-12,Elizabeth Simpson,,1123,3,Galium aparine,0,
2018-06-12,Elizabeth Simpson,,1123,3,Juniperus osteosperma (stick),0,
2018-06-12,Elizabeth Simpson,,1123,3,Collinsia parviflora,0,
2018-06-12,Elizabeth Simpson,,1123,3,Bromus tectorum,0,
2018-06-12,Elizabeth Simpson,,1123,4,Elymus lanceolatus,10,
2018-06-12,Elizabeth Simpson,,1123,4,Poa bulbosa,2,
2018-06-12,Elizabeth Simpson,,1123,4,Poa pratensis,0,
2018-06-12,Elizabeth Simpson,,1123,4,Lomatium grayi,3,genus confident_alt L-bicolor
2018-06-12,Elizabeth Simpson,,1123,4,Allium acuminatum,0,
2018-06-12,Elizabeth Simpson,,1123,4,Crepis acuminata,0.5,
2018-06-12,Elizabeth Simpson,,1123,4,Lactuca serriola,2,
2018-06-12,Elizabeth Simpson,,1123,4,rock,75,
2018-06-12,Elizabeth Simpson,,1123,4,Alyssum desertorum,0.5,
2018-06-12,Elizabeth Simpson,,1123,4,soil,3,
2018-06-12,Elizabeth Simpson,,1123,4,Bromus japonicus,0.5,MB ided
2018-06-12,Elizabeth Simpson,,1123,4,grass (dead),6,
2018-06-12,Elizabeth Simpson,,1123,4,Galium aparine,0.5,
2018-06-12,Elizabeth Simpson,,1123,4,Juniperus osteosperma (stick),0,
2018-06-12,Elizabeth Simpson,,1123,4,Collinsia parviflora,0,
2018-06-12,Elizabeth Simpson,,1123,4,Bromus tectorum,0,
2018-06-12,Elizabeth Simpson,,1123,2,Elymus lanceolatus,7,
2018-06-12,Elizabeth Simpson,,1123,2,Poa bulbosa,6,
2018-06-12,Elizabeth Simpson,,1123,2,Poa pratensis,0.5,
2018-06-12,Elizabeth Simpson,,1123,2,Lomatium grayi,0,genus confident_alt L-bicolor
2018-06-12,Elizabeth Simpson,,1123,2,Allium acuminatum,1,
2018-06-12,Elizabeth Simpson,,1123,2,Crepis acuminata,0,
2018-06-12,Elizabeth Simpson,,1123,2,Lactuca serriola,1,
2018-06-12,Elizabeth Simpson,,1123,2,rock,65,
2018-06-12,Elizabeth Simpson,,1123,2,Alyssum desertorum,0,
2018-06-12,Elizabeth Simpson,,1123,2,soil,14,
2018-06-12,Elizabeth Simpson,,1123,2,Bromus japonicus,0,MB ided
2018-06-12,Elizabeth Simpson,,1123,2,grass (dead),9,
2018-06-12,Elizabeth Simpson,,1123,2,Galium aparine,0,
2018-06-12,Elizabeth Simpson,,1123,2,Juniperus osteosperma (stick),3,
2018-06-12,Elizabeth Simpson,,1123,2,Collinsia parviflora,0.5,
2018-06-12,Elizabeth Simpson,,1123,2,Bromus tectorum,0,
2018-06-12,Elizabeth Simpson,,1123,1,Elymus lanceolatus,15,
2018-06-12,Elizabeth Simpson,,1123,1,Poa bulbosa,6,
2018-06-12,Elizabeth Simpson,,1123,1,Poa pratensis,0,
2018-06-12,Elizabeth Simpson,,1123,1,Lomatium grayi,0,genus confident_alt L-bicolor
2018-06-12,Elizabeth Simpson,,1123,1,Allium acuminatum,0.5,
2018-06-12,Elizabeth Simpson,,1123,1,Crepis acuminata,0,
2018-06-12,Elizabeth Simpson,,1123,1,Lactuca serriola,0.5,
2018-06-12,Elizabeth Simpson,,1123,1,rock,65,
2018-06-12,Elizabeth Simpson,,1123,1,Alyssum desertorum,0.5,
2018-06-12,Elizabeth Simpson,,1123,1,soil,7,
2018-06-12,Elizabeth Simpson,,1123,1,Bromus japonicus,0,MB ided
2018-06-12,Elizabeth Simpson,,1123,1,grass (dead),7,
2018-06-12,Elizabeth Simpson,,1123,1,Galium aparine,0,
2018-06-12,Elizabeth Simpson,,1123,1,Juniperus osteosperma (stick),0.5,
2018-06-12,Elizabeth Simpson,,1123,1,Collinsia parviflora,0.5,
2018-06-12,Elizabeth Simpson,,1123,1,Bromus tectorum,0.5,
2018-06-13,Elizabeth Simpson,,1112,1,Symphoricarpos oreophilus,40,
2018-06-13,Elizabeth Simpson,,1112,1,Prunus virginiana,0,
2018-06-13,Elizabeth Simpson,,1112,1,Poa bulbosa,1,
2018-06-13,Elizabeth Simpson,,1112,1,Poa pratensis,0,
2018-06-13,Elizabeth Simpson,,1112,1,Collomia linearis,0.5,
2018-06-13,Elizabeth Simpson,,1112,1,Achillea millefolium,4,
2018-06-13,Elizabeth Simpson,,1112,1,Symphoricarpos oreophilus,0,overhang-1_vegetative shoot
2018-06-13,Elizabeth Simpson,,1112,1,Pseudostellaria jamesiana,0,
2018-06-13,Elizabeth Simpson,,1112,1,Cystopteris fragilis,90,
2018-06-13,Elizabeth Simpson,,1112,1,Collinsia parviflora,0,
2018-06-13,Elizabeth Simpson,,1112,1,Lathyrus pauciflorus,9,genus confident
2018-06-13,Elizabeth Simpson,,1112,1,Bromus tectorum,0,
2018-06-13,Elizabeth Simpson,,1112,1,rock,0,
2018-06-13,Elizabeth Simpson,,1112,1,soil,1,
2018-06-13,Elizabeth Simpson,,1112,1,Nemophila breviflora,0,org ided-Ranunculus ranunculinis
2018-06-13,Elizabeth Simpson,,1112,1,Bromus briziformis,0,
2018-06-13,Elizabeth Simpson,,1112,1,tiny plant,0.5,not idable browsed
2018-06-13,Elizabeth Simpson,,1112,1,Pseudoroegneria spicata,0.5,SYN of Elymus spicatus
2018-06-13,Elizabeth Simpson,,1112,1,Bromus carinatus,0,genus confident_alt B-marginatus or B-ciliatus
2018-06-13,Elizabeth Simpson,,1112,1,Claytonia perfoliata,0,
2018-06-13,Elizabeth Simpson,,1112,1,organic matter,0,mulchy
2018-06-13,Elizabeth Simpson,,1112,1,moss,0.5,
2018-06-13,Elizabeth Simpson,,1112,2,Symphoricarpos oreophilus,31,
2018-06-13,Elizabeth Simpson,,1112,2,Prunus virginiana,17,
